time,place,status,tsunami,significance,data_type,magnitude,state,longitude,latitude,depth,date,days_since_last
1165220006303,"51 km NNW of Pahrump, Nevada",reviewed,0,10,earthquake,0.8," Nevada",-116.2596,36.613,7.2,2006-12-04 08:13:26.303000+00:00,93.0
1181028546616,"13 km S of Reno, Nevada",reviewed,0,1,earthquake,0.3," Nevada",-119.8227,39.4103,8.9,2007-06-05 07:29:06.616000+00:00,182.0
1181232175600,"37 km SSE of Goldfield, Nevada",reviewed,0,22,earthquake,1.2," Nevada",-117.1154,37.38,6.7,2007-06-07 16:02:55.600000+00:00,2.0
1183308844609,"46 km ESE of Beatty, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-116.3101,36.7023,10.1,2007-07-01 16:54:04.609000+00:00,24.0
1203676240798,"5 km NE of Wells, Nevada",reviewed,0,158,earthquake,3.2," Nevada",-114.9223,41.1484,12.0,2008-02-22 10:30:40.798000+00:00,235.0
1203687073874,"9 km NNE of Wells, Nevada",reviewed,0,104,earthquake,2.6," Nevada",-114.9227,41.1941,4.6,2008-02-22 13:31:13.874000+00:00,0.0
1203903745460,"13 km NE of Wells, Nevada",reviewed,0,104,earthquake,2.6," Nevada",-114.8561,41.2051,2.5,2008-02-25 01:42:25.460000+00:00,2.0
1206618743502,"0 km N of Mogul, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-119.9278,39.5218,2.4,2008-03-27 11:52:23.502000+00:00,31.0
1207299279067,"2 km W of Mogul, Nevada",reviewed,0,2,earthquake,0.4," Nevada",-119.954,39.5163,2.6,2008-04-04 08:54:39.067000+00:00,7.0
1207319805244,"1 km ENE of Mogul, Nevada",reviewed,0,12,earthquake,0.9," Nevada",-119.9095,39.5168,0.8,2008-04-04 14:36:45.244000+00:00,0.0
1208052807514,"2 km NNE of Mogul, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-119.9163,39.5314,0.7,2008-04-13 02:13:27.514000+00:00,8.0
1208136462990,"0 km SE of Mogul, Nevada",reviewed,0,1,earthquake,0.3," Nevada",-119.9198,39.5099,1.7,2008-04-14 01:27:42.990000+00:00,0.0
1209080339393,"1 km NNE of Mogul, Nevada",reviewed,0,26,earthquake,1.3," Nevada",-119.9229,39.5231,3.2,2008-04-24 23:38:59.393000+00:00,10.0
1209172570570,"1 km W of Mogul, Nevada",reviewed,0,8,earthquake,0.7," Nevada",-119.945,39.5152,1.1,2008-04-26 01:16:10.570000+00:00,1.0
1209309432416,"1 km N of Mogul, Nevada",reviewed,0,1,earthquake,0.3," Nevada",-119.9279,39.5263,1.2,2008-04-27 15:17:12.416000+00:00,1.0
1209341554190,"3 km E of Mogul, Nevada",reviewed,0,8,earthquake,0.7," Nevada",-119.8823,39.5193,0.0,2008-04-28 00:12:34.190000+00:00,0.0
1209345360542,"4 km SE of Mogul, Nevada",reviewed,0,4,earthquake,0.5," Nevada",-119.8887,39.4853,0.0,2008-04-28 01:16:00.542000+00:00,0.0
1209351715054,"1 km E of Mogul, Nevada",reviewed,0,4,earthquake,0.5," Nevada",-119.906,39.5145,0.0,2008-04-28 03:01:55.054000+00:00,0.0
1209466679667,"5 km S of Mogul, Nevada",reviewed,0,26,earthquake,1.3," Nevada",-119.9197,39.4638,0.0,2008-04-29 10:57:59.667000+00:00,1.0
1209601143349,"4 km WSW of Reno, Nevada",reviewed,0,30,earthquake,1.4," Nevada",-119.8676,39.5176,2.6,2008-05-01 00:19:03.349000+00:00,1.0
1209672854808,"3 km N of Mogul, Nevada",reviewed,0,158,earthquake,3.2," Nevada",-119.9206,39.5445,1.3,2008-05-01 20:14:14.808000+00:00,0.0
1209704400598,"2 km NNW of Mogul, Nevada",reviewed,0,2,earthquake,0.4," Nevada",-119.9384,39.5379,2.4,2008-05-02 05:00:00.598000+00:00,0.0
1209866312774,"3 km NNW of Mogul, Nevada",reviewed,0,1,earthquake,0.3," Nevada",-119.9449,39.5441,3.3,2008-05-04 01:58:32.774000+00:00,1.0
1209872035488,"2 km NE of Mogul, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-119.9029,39.5261,0.0,2008-05-04 03:33:55.488000+00:00,0.0
1210145170283,"1 km NNW of Mogul, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-119.9363,39.5289,2.9,2008-05-07 07:26:10.283000+00:00,3.0
1210147400490,"2 km NNE of Verdi, Nevada",reviewed,0,1,earthquake,0.3," Nevada",-119.9719,39.5408,3.7,2008-05-07 08:03:20.490000+00:00,0.0
1210398256431,"10 km NE of Wells, Nevada",reviewed,0,39,earthquake,1.6," Nevada",-114.8752,41.1837,8.3,2008-05-10 05:44:16.431000+00:00,2.0
1210768368534,"1 km NNW of Mogul, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-119.9361,39.5272,1.0,2008-05-14 12:32:48.534000+00:00,4.0
1225083165909,"45 km ESE of Beatty, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-116.2929,36.7326,8.3,2008-10-27 04:52:45.909000+00:00,165.0
1232805113256,"44 km WNW of Indian Springs, Nevada",reviewed,0,2,earthquake,0.4," Nevada",-116.1119,36.7539,0.0,2009-01-24 13:51:53.256000+00:00,89.0
1258874215169,"47 km E of Beatty, Nevada",reviewed,0,2,earthquake,0.4," Nevada",-116.2359,36.9644,4.8,2009-11-22 07:16:55.169000+00:00,301.0
1260966459517,"7 km ESE of Beatty, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-116.6859,36.8836,3.3,2009-12-16 12:27:39.517000+00:00,24.0
1262010339120,"75 km E of Montello, Nevada",reviewed,0,113,earthquake,2.71," Nevada",-113.3008333,41.3185,6.48,2009-12-28 14:25:39.120000+00:00,12.0
1275863271727,"45 km ESE of Beatty, Nevada",reviewed,0,1,earthquake,0.3," Nevada",-116.3072,36.7156,8.8,2010-06-06 22:27:51.727000+00:00,160.0
1286837409096,"61 km WNW of Beatty, Nevada",reviewed,0,178,earthquake,3.4," Nevada",-117.3853,37.151,12.2,2010-10-11 22:50:09.096000+00:00,127.0
1289989461479,"45 km ESE of Beatty, Nevada",reviewed,0,4,earthquake,0.5," Nevada",-116.2985,36.7304,13.1,2010-11-17 10:24:21.479000+00:00,36.0
1293519721251,"13 km NNE of Virginia City, Nevada",reviewed,0,81,earthquake,2.3," Nevada",-119.5797,39.4201,10.1,2010-12-28 07:02:01.251000+00:00,40.0
1294570971163,"31 km E of Alamo, Nevada",reviewed,0,50,earthquake,1.8," Nevada",-114.811,37.3647,0.0,2011-01-09 11:02:51.163000+00:00,12.0
1294885130425,"32 km N of Sutcliffe, Nevada",reviewed,0,6,earthquake,0.6," Nevada",-119.671,40.2383,9.0,2011-01-13 02:18:50.425000+00:00,3.0
1295078436422,"5 km NNE of Incline Village, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-119.9488,39.2937,5.0,2011-01-15 08:00:36.422000+00:00,2.0
1302740732777,"19 km SW of Hawthorne, Nevada",reviewed,0,74,earthquake,2.2," Nevada",-118.7553,38.3839,2.6,2011-04-14 00:25:32.777000+00:00,88.0
1303977941777,"17 km SSW of Hawthorne, Nevada",reviewed,0,39,earthquake,1.6," Nevada",-118.7324,38.3939,2.4,2011-04-28 08:05:41.777000+00:00,14.0
1304382914673,"13 km SW of Hawthorne, Nevada",reviewed,0,1,earthquake,0.3," Nevada",-118.7176,38.4251,2.4,2011-05-03 00:35:14.673000+00:00,4.0
1304721324418,"21 km ESE of Indian Springs, Nevada",reviewed,0,89,earthquake,2.4," Nevada",-115.4586,36.4741,3.5,2011-05-06 22:35:24.418000+00:00,3.0
1305338869336,"21 km SW of Hawthorne, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-118.7795,38.3705,0.0,2011-05-14 02:07:49.336000+00:00,7.0
1305554411579,"20 km SW of Hawthorne, Nevada",reviewed,0,8,earthquake,0.7," Nevada",-118.7587,38.3737,0.3,2011-05-16 14:00:11.579000+00:00,2.0
1305629626637,"12 km SW of Hawthorne, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-118.718,38.4397,0.0,2011-05-17 10:53:46.637000+00:00,0.0
1325859235975,"30 km WNW of Pahrump, Nevada",reviewed,0,4,earthquake,0.5," Nevada",-116.2917,36.3232,4.2,2012-01-06 14:13:55.975000+00:00,234.0
1328359263917,"54 km SSW of Goldfield, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-117.3641,37.2283,11.9,2012-02-04 12:41:03.917000+00:00,28.0
1330297639829,"1 km NNE of Walker Lake, Nevada",reviewed,0,39,earthquake,1.6," Nevada",-118.7517,38.6596,10.9,2012-02-26 23:07:19.829000+00:00,22.0
1333005501971,"1 km NNW of Empire, Nevada",reviewed,0,26,earthquake,1.3," Nevada",-119.3497,40.5912,28.8,2012-03-29 07:18:21.971000+00:00,31.0
1361840879255,"33 km N of Sutcliffe, Nevada",reviewed,0,4,earthquake,0.5," Nevada",-119.5398,40.2506,9.5,2013-02-26 01:07:59.255000+00:00,333.0
1376829672376,"56 km SSW of Goldfield, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-117.3627,37.2061,5.7,2013-08-18 12:41:12.376000+00:00,173.0
1377566832867,"2 km NE of Spanish Springs, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-119.6885,39.6633,13.4,2013-08-27 01:27:12.867000+00:00,8.0
1378615664019,"1 km NE of Spanish Springs, Nevada",reviewed,0,4,earthquake,0.5," Nevada",-119.6921,39.6618,10.0,2013-09-08 04:47:44.019000+00:00,12.0
1383757821464,"3 km NNE of Spanish Springs, Nevada",reviewed,0,4,earthquake,0.5," Nevada",-119.6947,39.6753,12.3,2013-11-06 17:10:21.464000+00:00,59.0
1387148314912,"14 km E of Fernley, Nevada",reviewed,0,50,earthquake,1.8," Nevada",-119.0883,39.5968,11.1,2013-12-15 22:58:34.912000+00:00,39.0
1389468342336,"17 km ENE of Hawthorne, Nevada",reviewed,0,6,earthquake,0.6," Nevada",-118.439,38.5847,8.2,2014-01-11 19:25:42.336000+00:00,26.0
1390007379828,"17 km ENE of Hawthorne, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-118.4459,38.5861,8.4,2014-01-18 01:09:39.828000+00:00,6.0
1390938632771,"14 km NNE of Virginia City, Nevada",reviewed,0,8,earthquake,0.7," Nevada",-119.5683,39.4241,9.2,2014-01-28 19:50:32.771000+00:00,10.0
1393172845612,"31 km SSW of Mina, Nevada",reviewed,0,129,earthquake,2.9," Nevada",-118.2717,38.1369,15.2,2014-02-23 16:27:25.612000+00:00,25.0
1406903484494,"8 km S of Carter Springs, Nevada",reviewed,0,8,earthquake,0.7," Nevada",-119.653,38.7903,10.4,2014-08-01 14:31:24.494000+00:00,158.0
1406941369334,"8 km NW of Cold Springs, Nevada",reviewed,0,1,earthquake,0.2," Nevada",-120.0538,39.7256,7.1,2014-08-02 01:02:49.334000+00:00,0.0
1410482914033,"29 km WSW of Alamo, Nevada",reviewed,0,6,earthquake,0.6," Nevada",-115.4912,37.2976,12.0,2014-09-12 00:48:34.033000+00:00,40.0
1419287422940,"53 km WNW of Pioche, Nevada",reviewed,0,56,earthquake,1.9," Nevada",-114.9622,38.1859,10.0,2014-12-22 22:30:22.940000+00:00,101.0
1423880936228,"51 km WNW of Beatty, Nevada",reviewed,1,361,earthquake,4.8," Nevada",-117.2618,37.1418,17.0,2015-02-14 02:28:56.228000+00:00,53.0
1424103481525,"52 km WNW of Beatty, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-117.2606,37.1525,12.1,2015-02-16 16:18:01.525000+00:00,2.0
1425217758798,"41 km NW of Beatty, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-117.0217,37.2181,11.3,2015-03-01 13:49:18.798000+00:00,12.0
1426654739054,"79 km ENE of Tonopah, Nevada",reviewed,0,26,earthquake,1.3," Nevada",-116.4551,38.4456,0.0,2015-03-18 04:58:59.054000+00:00,16.0
1428367129534,"59 km NE of Eureka, Nevada",reviewed,0,74,earthquake,2.2," Nevada",-115.4379,39.8682,0.0,2015-04-07 00:38:49.534000+00:00,19.0
1430024997035,"9 km E of Hawthorne, Nevada",reviewed,0,1,earthquake,0.3," Nevada",-118.5115,38.5114,9.1,2015-04-26 05:09:57.035000+00:00,19.0
1430796962101,"28 km SW of Rachel, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-115.9579,37.4476,6.9,2015-05-05 03:36:02.101000+00:00,8.0
1432432744997,"9 km E of Hawthorne, Nevada",reviewed,0,2,earthquake,0.4," Nevada",-118.5122,38.512,7.8,2015-05-24 01:59:04.997000+00:00,18.0
1438724611048,"36 km SSW of Caliente, Nevada",reviewed,0,121,earthquake,2.8," Nevada",-114.648,37.3009,7.3,2015-08-04 21:43:31.048000+00:00,72.0
1445256682091,"17 km SW of Hawthorne, Nevada",reviewed,0,2,earthquake,0.4," Nevada",-118.7381,38.3964,7.7,2015-10-19 12:11:22.091000+00:00,75.0
1446633452466,"13 km NE of Panaca, Nevada",reviewed,0,1,earthquake,0.2," Nevada",-114.2729,37.8633,9.6,2015-11-04 10:37:32.466000+00:00,15.0
1453463360736,"36 km SSE of Goldfield, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-117.0589,37.409,0.0,2016-01-22 11:49:20.736000+00:00,79.0
1456050941128,"10 km WNW of Cold Springs, Nevada",reviewed,0,4,earthquake,0.5," Nevada",-120.0956,39.7051,8.6,2016-02-21 10:35:41.128000+00:00,29.0
1456533758438,"27 km SSW of Hawthorne, Nevada",reviewed,0,4,earthquake,0.5," Nevada",-118.7534,38.2989,11.8,2016-02-27 00:42:38.438000+00:00,5.0
1457453583374,"31 km WNW of Alamo, Nevada",reviewed,0,10,earthquake,0.8," Nevada",-115.5115,37.4239,12.5,2016-03-08 16:13:03.374000+00:00,10.0
1458609276160,"22 km ESE of Hawthorne, Nevada",reviewed,0,1,earthquake,0.2," Nevada",-118.3774,38.4711,4.3,2016-03-22 01:14:36.160000+00:00,13.0
1458791800500,"22 km ESE of Hawthorne, Nevada",reviewed,0,1,earthquake,0.3," Nevada",-118.3783,38.4677,4.1,2016-03-24 03:56:40.500000+00:00,2.0
1459523987934,"22 km ESE of Hawthorne, Nevada",reviewed,0,62,earthquake,2.0," Nevada",-118.375,38.4721,4.5,2016-04-01 15:19:47.934000+00:00,8.0
1465462024668,"12 km NNW of Virginia City, Nevada",reviewed,0,2,earthquake,0.4," Nevada",-119.7101,39.4143,7.0,2016-06-09 08:47:04.668000+00:00,68.0
1476058855685,"34 km SSE of Hawthorne, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-118.4676,38.2349,4.8,2016-10-10 00:20:55.685000+00:00,122.0
1482506528762,"26 km SSW of Hawthorne, Nevada",reviewed,0,1,earthquake,0.2," Nevada",-118.6885,38.2874,10.9,2016-12-23 15:22:08.762000+00:00,74.0
1482924082963,"26 km WSW of Hawthorne, Nevada",reviewed,0,96,earthquake,2.5," Nevada",-118.88,38.3913,11.2,2016-12-28 11:21:22.963000+00:00,4.0
1483093873122,"26 km SW of Hawthorne, Nevada",reviewed,0,4,earthquake,0.5," Nevada",-118.8797,38.3881,10.3,2016-12-30 10:31:13.122000+00:00,1.0
1484626472435,"26 km WSW of Hawthorne, Nevada",reviewed,0,30,earthquake,1.4," Nevada",-118.8974,38.4284,7.5,2017-01-17 04:14:32.435000+00:00,17.0
1485990263419,"53 km NNW of Indian Springs, Nevada",reviewed,0,8,earthquake,0.7," Nevada",-115.9974,36.9704,7.3,2017-02-01 23:04:23.419000+00:00,15.0
1486865500947,"27 km SW of Hawthorne, Nevada",reviewed,0,1,earthquake,0.3," Nevada",-118.878,38.3846,7.8,2017-02-12 02:11:40.947000+00:00,10.0
1492117503362,"28 km SSW of Hawthorne, Nevada",reviewed,0,12,earthquake,0.9," Nevada",-118.7598,38.2909,6.3,2017-04-13 21:05:03.362000+00:00,60.0
1492263319551,"30 km SSW of Hawthorne, Nevada",reviewed,0,30,earthquake,1.4," Nevada",-118.7677,38.2746,8.5,2017-04-15 13:35:19.551000+00:00,1.0
1495960439038,"19 km SSE of Goldfield, Nevada",reviewed,0,12,earthquake,0.9," Nevada",-117.1615,37.5433,8.2,2017-05-28 08:33:59.038000+00:00,42.0
1496558022994,"11 km ENE of Eureka, Nevada",reviewed,0,35,earthquake,1.5," Nevada",-115.835,39.5533,0.0,2017-06-04 06:33:42.994000+00:00,6.0
1496682378717,"14 km NNW of Mina, Nevada",reviewed,0,4,earthquake,0.5," Nevada",-118.1945,38.4999,8.6,2017-06-05 17:06:18.717000+00:00,1.0
1504557790711,"27 km NW of Beatty, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-116.9424,37.1066,7.7,2017-09-04 20:43:10.711000+00:00,91.0
1515866528989,"11 km NW of Virginia City, Nevada",reviewed,0,22,earthquake,1.2," Nevada",-119.7496,39.3831,6.5,2018-01-13 18:02:08.989000+00:00,130.0
1515918214093,"54 km W of Rachel, Nevada",reviewed,0,4,earthquake,0.5," Nevada",-116.3534,37.7336,15.2,2018-01-14 08:23:34.093000+00:00,0.0
1520256014019,"12 km NW of Mina, Nevada",reviewed,0,6,earthquake,0.6," Nevada",-118.2294,38.4586,1.5,2018-03-05 13:20:14.019000+00:00,50.0
1523744635524,"58 km W of Beatty, Nevada",reviewed,0,1,earthquake,0.2," Nevada",-117.4158,36.9244,8.5,2018-04-14 22:23:55.524000+00:00,40.0
1533136318452,"9 km NE of Spanish Springs, Nevada",reviewed,0,10,earthquake,0.8," Nevada",-119.6395,39.7121,12.2,2018-08-01 15:11:58.452000+00:00,108.0
1545195669943,"28 km S of Hawthorne, Nevada",reviewed,0,6,earthquake,0.6," Nevada",-118.5921,38.2702,5.7,2018-12-19 05:01:09.943000+00:00,139.0
1545273312387,"57 km S of Rachel, Nevada",reviewed,0,1,earthquake,0.3," Nevada",-115.7458,37.1255,7.0,2018-12-20 02:35:12.387000+00:00,0.0
1546204103797,"6 km SW of Mina, Nevada",reviewed,0,6,earthquake,0.6," Nevada",-118.1594,38.3509,7.4,2018-12-30 21:08:23.797000+00:00,10.0
1548195327511,"38 km SSE of Sandy Valley, Nevada",reviewed,0,75,explosion,2.2," Nevada",-115.5352,35.4824,0.0,2019-01-22 22:15:27.511000+00:00,23.0
1548722885044,"11 km SE of Goldfield, Nevada",reviewed,0,19,earthquake,1.1," Nevada",-117.1305,37.6475,11.5,2019-01-29 00:48:05.044000+00:00,6.0
1556076905274,"61 km S of Silver Peak, Nevada",reviewed,0,12,earthquake,0.9," Nevada",-117.5528,37.2084,12.5,2019-04-24 03:35:05.274000+00:00,85.0
1558653382017,"8 km SSE of Alamo, Nevada",reviewed,0,96,earthquake,2.5," Nevada",-115.1331,37.2913,2.9,2019-05-23 23:16:22.017000+00:00,29.0
1559700387790,"28 km N of Dyer, Nevada",reviewed,0,39,earthquake,1.6," Nevada",-118.1125,37.9208,7.4,2019-06-05 02:06:27.790000+00:00,12.0
1570680830203,"16 km ENE of Hawthorne, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-118.4504,38.575,11.3,2019-10-10 04:13:50.203000+00:00,127.0
1570909163689,"15 km N of Rachel, Nevada",reviewed,0,4,earthquake,0.5," Nevada",-115.7686,37.7852,1.9,2019-10-12 19:39:23.689000+00:00,2.0
1572967719261,"9 km N of Sutcliffe, Nevada",reviewed,0,12,earthquake,0.9," Nevada",-119.61,40.0347,0.0,2019-11-05 15:28:39.261000+00:00,23.0
1573257607352,"52 km NW of Eureka, Nevada",reviewed,0,44,earthquake,1.7," Nevada",-116.4355,39.8153,6.7,2019-11-09 00:00:07.352000+00:00,3.0
1578059659889,"26 km SW of Hawthorne, Nevada",reviewed,0,10,earthquake,0.8," Nevada",-118.862,38.3792,13.1,2020-01-03 13:54:19.889000+00:00,55.0
1583675865714,"35 km SW of Mina, Nevada",reviewed,0,8,earthquake,0.7," Nevada",-118.3648,38.1369,7.9,2020-03-08 13:57:45.714000+00:00,65.0
1589547259770,"27 km SSE of Mina, Nevada",reviewed,0,168,earthquake,3.3," Nevada",-118.039,38.1525,4.9,2020-05-15 12:54:19.770000+00:00,67.0
1589559380722,"35 km SE of Mina, Nevada",reviewed,0,89,earthquake,2.4," Nevada",-117.8688,38.1302,0.0,2020-05-15 16:16:20.722000+00:00,0.0
1589593373499,"28 km SSE of Mina, Nevada",reviewed,0,81,earthquake,2.3," Nevada",-117.9498,38.1642,2.5,2020-05-16 01:42:53.499000+00:00,0.0
1589630329131,"36 km SE of Mina, Nevada",reviewed,0,68,earthquake,2.1," Nevada",-117.7671,38.204,11.3,2020-05-16 11:58:49.131000+00:00,0.0
1589660264624,"35 km ESE of Mina, Nevada",reviewed,0,222,earthquake,3.8," Nevada",-117.763,38.2196,5.7,2020-05-16 20:17:44.624000+00:00,0.0
1589710162010,"35 km SE of Mina, Nevada",automatic,0,56,earthquake,1.9," Nevada",-117.7917,38.1967,0.4,2020-05-17 10:09:22.010000+00:00,0.0
1589986437910,"37 km SE of Mina, Nevada",automatic,0,56,earthquake,1.9," Nevada",-117.7535,38.1982,4.7,2020-05-20 14:53:57.910000+00:00,3.0
1590548255670,"40 km ESE of Mina, Nevada",automatic,0,8,earthquake,0.7," Nevada",-117.6788,38.2435,8.3,2020-05-27 02:57:35.670000+00:00,6.0
1593679211410,"27 km SSE of Mina, Nevada",automatic,0,1,earthquake,0.3," Nevada",-117.991,38.1652,2.0,2020-07-02 08:40:11.410000+00:00,36.0
1593968118870,"39 km ESE of Mina, Nevada",automatic,0,22,earthquake,1.2," Nevada",-117.7212,38.2023,6.8,2020-07-05 16:55:18.870000+00:00,3.0
1595716809819,"25 km SSE of Mina, Nevada",reviewed,0,35,earthquake,1.5," Nevada",-117.9793,38.1881,3.3,2020-07-25 22:40:09.819000+00:00,20.0
1595752380770,"26 km SSE of Mina, Nevada",automatic,0,12,earthquake,0.9," Nevada",-117.9857,38.1713,0.6,2020-07-26 08:33:00.770000+00:00,0.0
1597622533561,"19 km NE of Dyer, Nevada",reviewed,0,89,earthquake,2.4," Nevada",-117.9404,37.8105,7.9,2020-08-17 00:02:13.561000+00:00,21.0
1600188761934,"27 km SSE of Mina, Nevada",reviewed,0,89,earthquake,2.4," Nevada",-118.0426,38.1515,2.0,2020-09-15 16:52:41.934000+00:00,29.0
1600307586041,"36 km SE of Mina, Nevada",reviewed,0,1,earthquake,0.3," Nevada",-117.7852,38.1768,10.8,2020-09-17 01:53:06.041000+00:00,1.0
1605027261140,"33 km SE of Mina, Nevada",automatic,0,12,earthquake,0.9," Nevada",-117.8415,38.1695,9.5,2020-11-10 16:54:21.140000+00:00,54.0
1605065776750,"31 km SE of Mina, Nevada",automatic,0,12,earthquake,0.9," Nevada",-117.8785,38.1725,12.3,2020-11-11 03:36:16.750000+00:00,0.0
1605116032954,"30 km S of Mina, Nevada",reviewed,0,22,earthquake,1.2," Nevada",-118.074,38.1174,0.7,2020-11-11 17:33:52.954000+00:00,0.0
1605260472809,"33 km SE of Mina, Nevada",reviewed,0,121,earthquake,2.8," Nevada",-117.8694,38.1574,4.7,2020-11-13 09:41:12.809000+00:00,1.0
1605867005966,"36 km SE of Mina, Nevada",reviewed,0,248,earthquake,4.0," Nevada",-117.8015,38.1746,7.4,2020-11-20 10:10:05.966000+00:00,7.0
1606880538151,"25 km S of Mina, Nevada",reviewed,0,22,earthquake,1.2," Nevada",-118.0864,38.165,3.9,2020-12-02 03:42:18.151000+00:00,11.0
1606924430340,"24 km S of Mina, Nevada",automatic,0,12,earthquake,0.9," Nevada",-118.0912,38.1698,0.1,2020-12-02 15:53:50.340000+00:00,0.0
1607083523110,"26 km S of Mina, Nevada",automatic,0,10,earthquake,0.8," Nevada",-118.0698,38.1543,6.2,2020-12-04 12:05:23.110000+00:00,1.0
1607162039020,"30 km SSE of Mina, Nevada",automatic,0,19,earthquake,1.1," Nevada",-117.967,38.138,10.5,2020-12-05 09:53:59.020000+00:00,0.0
1607354710690,"28 km S of Mina, Nevada",automatic,0,30,earthquake,1.4," Nevada",-118.0697,38.1323,0.8,2020-12-07 15:25:10.690000+00:00,2.0
1607526693330,"21 km SSE of Mina, Nevada",automatic,0,15,earthquake,1.0," Nevada",-118.0492,38.2038,8.3,2020-12-09 15:11:33.330000+00:00,1.0
1608197461088,"26 km S of Mina, Nevada",reviewed,0,148,earthquake,3.1," Nevada",-118.0947,38.1517,6.7,2020-12-17 09:31:01.088000+00:00,7.0
1608460014771,"30 km SE of Mina, Nevada",reviewed,0,129,earthquake,2.9," Nevada",-117.8822,38.1856,7.6,2020-12-20 10:26:54.771000+00:00,3.0
1609121039711,"34 km SSE of Mina, Nevada",reviewed,0,6,earthquake,0.6," Nevada",-117.9564,38.1008,12.5,2020-12-28 02:03:59.711000+00:00,7.0
1610766819510,"25 km S of Mina, Nevada",automatic,0,10,earthquake,0.8," Nevada",-118.1148,38.1648,0.9,2021-01-16 03:13:39.510000+00:00,19.0
1617614285666,"39 km NW of Indian Springs, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-115.9663,36.8361,8.3,2021-04-05 09:18:05.666000+00:00,79.0
1641775681702,"43 km S of Caliente, Nevada",reviewed,0,4,earthquake,0.5," Nevada",-114.534,37.2265,8.6,2022-01-10 00:48:01.702000+00:00,279.0
1647845336064,"20 km E of Hawthorne, Nevada",reviewed,0,22,earthquake,1.2," Nevada",-118.396,38.55,7.5,2022-03-21 06:48:56.064000+00:00,70.0
1648595812476,"54 km ENE of Beatty, Nevada",reviewed,0,12,earthquake,0.9," Nevada",-116.2203,37.1325,6.3,2022-03-29 23:16:52.476000+00:00,8.0
1650929192945,"9 km NNE of Johnson Lane, Nevada",reviewed,0,1,earthquake,0.3," Nevada",-119.6628,39.1205,7.5,2022-04-25 23:26:32.945000+00:00,27.0
1651704662124,"11 km SSE of Mogul, Nevada",reviewed,0,1,earthquake,0.2," Nevada",-119.8571,39.421,8.7,2022-05-04 22:51:02.124000+00:00,8.0
1652351413840,"27 km SSE of Mina, Nevada",reviewed,0,30,earthquake,1.4," Nevada",-117.9851,38.1665,2.5,2022-05-12 10:30:13.840000+00:00,7.0
1656526211463,"18 km NNW of Sutcliffe, Nevada",reviewed,0,1,earthquake,0.3," Nevada",-119.6778,40.1023,15.8,2022-06-29 18:10:11.463000+00:00,48.0
1663967164209,"31 km SE of Mina, Nevada",reviewed,0,56,earthquake,1.9," Nevada",-117.8788,38.1759,8.1,2022-09-23 21:06:04.209000+00:00,86.0
1667136504685,"25 km SSW of Denio, Nevada",reviewed,0,30,earthquake,1.4," Nevada",-118.802,41.7947,0.0,2022-10-30 13:28:24.685000+00:00,36.0
1675567386540,"31 km SE of Mina, Nevada",reviewed,0,189,earthquake,3.5," Nevada",-117.8921,38.1675,11.4,2023-02-05 03:23:06.540000+00:00,97.0
1676284093424,"6 km W of Carson City, Nevada",reviewed,0,2,earthquake,0.4," Nevada",-119.843,39.1561,10.7,2023-02-13 10:28:13.424000+00:00,8.0
1685665687553,"6 km S of Cold Springs, Nevada",reviewed,0,164,earthquake,3.1," Nevada",-119.9712,39.6214,6.4,2023-06-02 00:28:07.553000+00:00,108.0
1687787921067,"8 km S of Cold Springs, Nevada",reviewed,0,0,earthquake,0.1," Nevada",-119.9799,39.6012,6.8,2023-06-26 13:58:41.067000+00:00,24.0
933523582000,"37 km SSE of Goldfield, Nevada",reviewed,0,500,earthquake,5.7," Nevada",-117.08,37.39,7.6,,
800655164220,"249 km E of Vao, New Caledonia",reviewed,0,912,earthquake,7.7," New Caledonia",169.9,-23.008,20.2,1995-05-16 20:12:44.220000+00:00,
801125944160,"247 km E of Vao, New Caledonia",reviewed,0,416,earthquake,5.2," New Caledonia",169.894,-22.85,33.0,1995-05-22 06:59:04.160000+00:00,5.0
